doc_id,year,doc_name_short,doc_name
1871,2007,A Model of Building Representations for ,A Model of Building Representations for Category Learning
1872,2007,What is Really Learned in Artificial Gra,What is Really Learned in Artificial Grammar Learning Implicit Intention for Learning in the Selective Attention Process
1873,2007,Assessing the Efficacy of Transitional P,Assessing the Efficacy of Transitional Probabilities for Learning Syntactic Categories
1874,2007,Hidden Structure Indirect Measurement of,Hidden Structure Indirect Measurement of Relational Representation
1875,2007,Mathematical Models of Visual Category L,Mathematical Models of Visual Category Learning Enhance fMRI Data Analysis
1876,2007,The Integration of Salivary Immunoglobul,The Integration of Salivary Immunoglobulin A by the Repetitive Stressful Task
1877,2007,Information Attracts Attention A Probabi,Information Attracts Attention A Probabilistic Account of the Cross-Race Advantage in Visual Search
1878,2007,Visual Analogies at Multiple Levels of A,Visual Analogies at Multiple Levels of Abstraction
1879,2007,Relation-Based Categories are Easier to ,Relation-Based Categories are Easier to Learn than Feature-Based Categories
1880,2007,A Computational Model of Control Mechani,A Computational Model of Control Mechanisms in Spatial Term Use
1881,2007,Detecting and Resolving Informational Un,Detecting and Resolving Informational Uncertainty in Complex Domains
1882,2007,Eye-tracking Evidence for Integration Co,Eye-tracking Evidence for Integration Cost Effects in Corpus Data
1883,2007,Orientation Specificity in Long-Term-Mem,Orientation Specificity in Long-Term-Memory for Environmental Spaces
1884,2007,Causal Models Guide Analogical Inference,Causal Models Guide Analogical Inference
1885,2007,An Embodied Model for Higher-Level Cogni,An Embodied Model for Higher-Level Cognition
1886,2007,Surprise Surprise The Role of Surprising,Surprise Surprise The Role of Surprising Numerical Feedback in Belief Change
1887,2007,A Behavioral and Computational Integrati,A Behavioral and Computational Integration of Phonological Short-Term Memory and Vocabulary Acquisition Processes in Nonword Repetition
1888,2007,Using Gestalt Principles to Compute Anal,Using Gestalt Principles to Compute Analogies of Geometric Figures
1889,2007,Qualitative Spatial Reasoning A Cognitiv,Qualitative Spatial Reasoning A Cognitive and Computational Approach
1890,2007,The Interaction of Food-Quantity Differe,The Interaction of Food-Quantity Differences and Temporal Presentation on the Amount of Food People Consume
1891,2007,The Effects of Practical Experience on E,The Effects of Practical Experience on Expertise in Clinical Psychology and Collaboration
1892,2007,Quantifying Text Difficulty with Automat,Quantifying Text Difficulty with Automated Indices of Cohesion and Semantics
1893,2007,The Bayesian Logic of the Conjunction Fa,The Bayesian Logic of the Conjunction Fallacy Effects of Probabilities and Frequencies in Contingency Tables
1894,2007,NIMBLE A Kernel Density Model of Saccade,NIMBLE A Kernel Density Model of Saccade-Based Visual Memory
1895,2007,Getting the Gist is not Enough An ERP In,Getting the Gist is not Enough An ERP Investigation of Word Learning from Context
1896,2007,The Effects of Learning Multiple Instant,The Effects of Learning Multiple Instantiations on Transfer
1897,2007,Labels Category Markers or Objects Featu,Labels Category Markers or Objects Features Or How Rocks and Stones are Different from Bunnies and Rabbits
1898,2007,Creating Perceptual Features Using a BAM,Creating Perceptual Features Using a BAM-inspired Architecture
1899,2007,Diagnostic Object Motion Weakens Represe,Diagnostic Object Motion Weakens Representations of Static Form
1900,2007,Re-representation Using Labels Compariso,Re-representation Using Labels Comparison or Replacement
1901,2007,A Unified Account of Segment Duration an,A Unified Account of Segment Duration and Coarticulatory Effects in Speech Production
1902,2007,Towards a Textual Cohesion Model that Pr,Towards a Textual Cohesion Model that Predicts Self-Explanations Inference Generation as a Function of Text Structure and Readers Knowledge Levels
1903,2007,How Space Guides Interpretation of a Nov,How Space Guides Interpretation of a Novel Mathematical System
1904,2007,A Dynamic Field Theory of Visual Recogni,A Dynamic Field Theory of Visual Recognization in Infant Looking Tasks
1905,2007,What is More Memorable Counterintuitive ,What is More Memorable Counterintuitive Concepts Interpreted Metaphorically or Literally
1906,2007,Continuous Versus Discrete Quantity in I,Continuous Versus Discrete Quantity in Infant Multiple Object Tracking
1907,2007,Do Evaluation Frames Improve the Quality,Do Evaluation Frames Improve the Quality of Conditional Probability Judgment
1908,2007,Cognitive Components of Speech at Differ,Cognitive Components of Speech at Different Time Scales
1909,2007,Analogical Mapping and Perception Can Ma,Analogical Mapping and Perception Can Mapping Cause a Re-Representation of the Target Stimulus
1910,2007,Equivalence A Novel Basis for Model Anal,Equivalence A Novel Basis for Model Analysis
1911,2007,Two Views of the World Active Vision in ,Two Views of the World Active Vision in Real-World Interaction
1912,2007,Connectionist Learning and Education App,Connectionist Learning and Education Applications and Challenges
1913,2007,The Mere Belief of Social Interaction Im,The Mere Belief of Social Interaction Improves Learning
1914,2007,Frequency Neighborhood Density and Phono,Frequency Neighborhood Density and Phonological Similarity Effects in Picture Naming An Artificial Lexicon Study
1915,2007,Auditory Dominance Overshadowing or Resp,Auditory Dominance Overshadowing or Response Competition
1916,2007,Can Interactive Activation Models Accomm,Can Interactive Activation Models Accommodate Neighborhood Distribution Effects in Visual Word Recognition
1917,2007,Accounting for Some of the Flexibility o,Accounting for Some of the Flexibility of Moral Value-Driven Judgment
1918,2007,Bilingual Lexical Representation in a Se,Bilingual Lexical Representation in a Self-Organizing Neural Network Model
1919,2007,Do Learning by Teaching Environments wit,Do Learning by Teaching Environments with Metacognitive Support Help Students Develop Better Learning Behaviors
1920,2007,Individual Differences and the Impact of,Individual Differences and the Impact of Forward and Backward Causal Relations on the Online Processing of Narratives
1921,2007,The Impact of Explicit Strategy Instruct,The Impact of Explicit Strategy Instruction on Problem-solving Behaviors across Intelligent Tutoring Systems
1922,2007,Online Discussion Processes Effects of t,Online Discussion Processes Effects of the Previous Messages Evaluations Knowledge Content Social Cues and Personal Information on the Current Message
1923,2007,Links Between Implicit Learning of Seque,Links Between Implicit Learning of Sequential Patterns and Spoken Language Processing
1924,2007,Similarity and Proximity When Does Close,Similarity and Proximity When Does Close in Space Mean Close in Mind
1925,2007,Why Adult Language Learning is Harder A ,Why Adult Language Learning is Harder A Computational Model of the Consequences of Cultural Selection for Learnability
1926,2007,The Relationship Between Decision and Ac,The Relationship Between Decision and Action Simulating Response Dynamics in Categorization
1927,2007,Presentation Format Effects in a Levels ,Presentation Format Effects in a Levels of Processing Task
1928,2007,Pupillometric Indices of Visual and Pros,Pupillometric Indices of Visual and Prosodic Information on Spoken Language Comprehension
1929,2007,Multimodal Communication in Face-to-Face,Multimodal Communication in Face-to-Face Computer-Mediated Conversations
1930,2007,Toward a New Readability A Mixed Model A,Toward a New Readability A Mixed Model Approach
1931,2007,Effects of Visual and Phonological Disti,Effects of Visual and Phonological Distinctiveness on Syllogistic Reasoning
1932,2007,Unifying Rational Models of Categorizati,Unifying Rational Models of Categorization via the Hierarchical Dirichlet Process
1933,2007,The Dimensionality of Language,The Dimensionality of Language
1934,2007,A Bayesian Robot That Distinguishes Self,A Bayesian Robot That Distinguishes Self from Other
1935,2007,How the Statistical Structure of the Env,How the Statistical Structure of the Environment Affects Perception of the Mller-Lyer Illusions
1936,2007,Computational Modeling of Assimilated Sp,Computational Modeling of Assimilated Speech Cross-Linguistic Evidence
1937,2007,Why do People Prefer Historically Intend,Why do People Prefer Historically Intended Functions
1938,2007,Gender-Congruency and Cognate Effect in ,Gender-Congruency and Cognate Effect in Bulgarian-English Bilinguals Evidence from a Word-Translation Task
1939,2007,Decision Making Using Learned Causal Str,Decision Making Using Learned Causal Structures
1940,2007,Incremental Dialogue System Faster than ,Incremental Dialogue System Faster than and Preferred to its Nonincremental Counterpart
1941,2007,Memory Retrieval Effects on Filler-Gap P,Memory Retrieval Effects on Filler-Gap Procession
1942,2007,A Case Study in Computational Math Cogni,A Case Study in Computational Math Cognition and Embodied Arithmetic
1943,2007,Categorization and Reinforcement Learnin,Categorization and Reinforcement Learning State Identification in Reinforcement Learning and Network Reinforcement Learning
1944,2007,Spatial Constraints on Visual Statistica,Spatial Constraints on Visual Statistical Learning of Multi-Element Scenes
1945,2007,Monitoring Affective Trajectories during,Monitoring Affective Trajectories during Complex Learning
1946,2007,Learning to Understand Figurative Langua,Learning to Understand Figurative Language From Similes to Metaphors to Irony
1947,2007,Object Permanence as Relational Stabilit,Object Permanence as Relational Stability or How to Get Representation from the Dynamics of Embodiment
1948,2007,Feature Relations and Feature Salience i,Feature Relations and Feature Salience in Natural Categories
1949,2007,Representational Shifts During Category ,Representational Shifts During Category Learning
1950,2007,Individual Differences in Comprehension ,Individual Differences in Comprehension Monitoring Ability during Reading
1951,2007,Interactions of Expertise and Prior-Know,Interactions of Expertise and Prior-Knowledge Activation with Low-Coherent and High-Coherent Concept Mapping Tasks
1952,2007,Top-Down Modulation of Neural Responses ,Top-Down Modulation of Neural Responses in Visual Perception A Computational Exploration
1953,2007,Integrating Visual and Verbal Knowledge ,Integrating Visual and Verbal Knowledge During Classroom Learning with Computer Tutors
1954,2007,Evolutionary Cognitive Science Constrain,Evolutionary Cognitive Science Constraints and Unification
1955,2007,Distinguishing Between Perceptual and De,Distinguishing Between Perceptual and Decisional Sources of Holism in Face Processing
1956,2007,Visual Statistical Learning Getting Some,Visual Statistical Learning Getting Some Help from the Auditory Modality
1957,2007,What About Negation in Spatial Reasoning,What About Negation in Spatial Reasoning
1958,2007,Pronoun Interpretation as a Side Effect ,Pronoun Interpretation as a Side Effect of Discourse Coherence
1959,2007,A Matter of Trust When Landmarks and Geo,A Matter of Trust When Landmarks and Geometry Are Used During Reorientation
